source,source_row_id,merged_row_id,url,title,target_price,log_target_price,target_price_source,target_price_is_outlier,target_price_missing,brand_clean,brand_grouped,brand_is_rare,model_clean,model_grouped,model_is_rare,ram_gb,storage_gb,screen_size_inch,cpu_name_raw,cpu_type,cpu_model_clean,cpu_brand,cpu_tier,gpu_tier,gpu_tier_v2,storage_type_clean,condition_clean,warranty_months,warranty_status,has_warranty,origin_clean,ram_missing,storage_missing,screen_missing,cpu_missing,gpu_missing,ram_suspicious,storage_suspicious,screen_suspicious,potential_dedicated_gpu,repair_mismatch,price_spread_clean_pct,flag_price_spread_warn,flag_price_spread_critical,is_soft_duplicate_spec,merged_spec_key,is_cross_source_soft_duplicate
chotot,1246,1203,https://www.chotot.com/mua-ban-quan-tan-binh-tp-ho-chi-minh/132056842.htm,✅ HP 240 G8 i5 gen 11 8/256 zin ✅,4900000.0,15.404745967162468,listing_price,False,False,HP,HP,False,Notebook,Other,True,8.0,256.0,13.95,Unknown,,,Intel,Mid,Missing,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Unknown,False,False,False,False,True,False,False,False,False,False,,False,False,False,HP|Other|Intel|Mid|8|256|13.9|Missing,False
chotot,1247,1204,https://www.chotot.com/mua-ban-thanh-pho-thu-duc-tp-ho-chi-minh/132002974.htm,"🔥Dell Latitude 7420 i7/16/256/14"" FHD x360 Touch",10500000.0,16.166885910365842,listing_price,False,False,Dell,Dell,False,Latitude,Latitude,False,16.0,256.0,13.95,Unknown,,,Intel,Upper-mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),1.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Latitude|Intel|Upper-mid|16|256|13.9|Integrated - Intel,False
chotot,1248,1205,https://www.chotot.com/mua-ban-quan-hai-chau-da-nang/131986849.htm,Asus TUF F15 AMD R5 4600H Ram 16Gb GTX 1650 Game,8800000.0,15.990262393084793,listing_price,False,False,ASUS,ASUS,False,TUF Gaming F15,TUF Gaming F15,False,16.0,512.0,15.95,Unknown,,,Intel,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Việt Nam,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|TUF Gaming F15|Intel|Mid|16|512|15.9|Dedicated - Other/Entry,False
chotot,1249,1206,https://www.chotot.com/mua-ban-quan-thanh-xuan-ha-noi/132082318.htm,Lenovo ThinkPad E14 i5-10th|8|256,5900000.0,15.59046307836746,listing_price,False,False,Lenovo,Lenovo,False,Thinkpad e14,Other,True,8.0,256.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Lenovo|Other|Intel|Mid|8|256|13.9|Integrated - Intel,False
chotot,1250,1207,https://www.chotot.com/mua-ban-quan-thanh-xuan-ha-noi/131902707.htm,Lenovo Ideapad Slim 3i i5-12H|16|512,9200000.0,16.034714150714915,listing_price,False,False,Lenovo,Lenovo,False,Ideapad Slim,Other,True,16.0,512.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Lenovo|Other|Intel|Mid|16|512|13.9|Integrated - Intel,False
chotot,1251,1208,https://www.chotot.com/mua-ban-quan-ba-dinh-ha-noi/132009755.htm,"Dell 16 DC16251 Core7 150U 16G 1T 16"" 2K Touch W11",19800000.0,16.801192546169812,listing_price,False,False,Dell,Dell,False,Inspiron 16,Other,True,16.0,1024.0,15.95,Unknown,,,Intel,Upper-mid,Missing,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,True,False,False,False,False,False,,False,False,False,Dell|Other|Intel|Upper-mid|16|1024|15.9|Missing,False
chotot,1252,1209,https://www.chotot.com/mua-ban-thanh-pho-buon-ma-thuot-dak-lak/132053077.htm,"MacBook Air M1 2020 8GB/256GB-13.3"" 2K",10500000.0,16.166885910365842,listing_price,False,False,Apple,Apple,False,MacBook Air M1,MacBook Air M1,False,8.0,256.0,13.95,m1,,,Apple,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Apple|MacBook Air M1|Apple|Mid|8|256|13.9|Integrated - Intel,False
chotot,1253,1210,https://www.chotot.com/mua-ban-thi-xa-nga-nam-soc-trang/132038509.htm,Compaq Intel Pentium Xám,2000000.0,14.508658238524095,listing_price,False,False,HP,HP,False,Compaq,Other,True,,,13.95,pentium,,,Intel,Low,Missing,,Unknown,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,True,True,False,False,True,False,False,False,False,False,,False,False,False,HP|Other|Intel|Low|Unknown|Unknown|13.9|Missing,False
chotot,1254,1211,https://www.chotot.com/mua-ban-huyen-cu-chi-tp-ho-chi-minh/131935922.htm,ASUS 14 inch i3 8GB/578GB Như mới,1900000.0,14.45736497045232,listing_price,False,False,ASUS,ASUS,False,N Series,Other,True,8.0,,13.95,Unknown,,,Intel,Entry,Missing,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,True,False,False,True,False,False,False,False,False,,False,False,False,ASUS|Other|Intel|Entry|8|Unknown|13.9|Missing,False
chotot,1256,1212,https://www.chotot.com/mua-ban-huyen-nha-be-tp-ho-chi-minh/131260943.htm,Apple Macbook Air M1 Fullbox còn hộp theo máy,8700000.0,15.978833698567334,listing_price,False,False,Apple,Apple,False,MacBook Air M1,MacBook Air M1,False,8.0,256.0,13.95,m1,,,Apple,Mid,Missing,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,True,False,False,False,False,False,,False,False,False,Apple|MacBook Air M1|Apple|Mid|8|256|13.9|Missing,False
chotot,1257,1213,https://www.chotot.com/mua-ban-quan-hai-ba-trung-ha-noi/131446814.htm,Máy trạm Fujitsu i5-6440HQ Ram16 SSD256gb pin trâu,5500000.0,15.520258832020865,listing_price,False,False,Hãng khác,Hãng khác,False,Dòng Khác,Dòng Khác,False,16.0,256.0,15.95,i5-6440hq,,,Intel,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Nhật Bản,False,False,False,False,False,False,False,False,False,False,,False,False,False,Hãng khác|Dòng Khác|Intel|Mid|16|256|15.9|Dedicated - Other/Entry,False
chotot,1258,1214,https://www.chotot.com/mua-ban-quan-ninh-kieu-can-tho/130688501.htm,macbook pro 2017 touchbar 16/512gb i7,6900000.0,15.747032114495013,listing_price,False,False,Apple,Apple,False,MacBook Pro,MacBook Pro,False,16.0,512.0,15.95,Unknown,,,Intel,Upper-mid,Missing,,SSD,Đã sử dụng (chưa sửa chữa),1.0,Active,True,Việt Nam,False,False,False,False,True,False,False,False,False,False,,False,False,False,Apple|MacBook Pro|Intel|Upper-mid|16|512|15.9|Missing,False
chotot,1259,1215,https://www.chotot.com/mua-ban-huyen-gia-loc-hai-duong/132057597.htm,HP Elitebook 830 G8 i5-1135G7 8GB/256GB,6868686.0,15.742483525117484,listing_price,False,False,HP,HP,False,Elitebook 800,Elitebook 800,False,8.0,256.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Nhật Bản,False,False,False,False,False,False,False,False,False,False,,False,False,False,HP|Elitebook 800|Intel|Mid|8|256|13.9|Integrated - Intel,False
chotot,1260,1216,https://www.chotot.com/mua-ban-quan-ba-dinh-ha-noi/132001609.htm,Microsoft Surface Laptop Gen 1 i5 8GB/256GB,3500000.0,15.068273812173887,listing_price,False,False,Microsoft,Microsoft,False,Surface Laptop,Other,True,8.0,256.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),0.0,Expired,False,Nhật Bản,False,False,False,False,False,False,False,False,False,False,,False,False,False,Microsoft|Other|Intel|Mid|8|256|13.9|Integrated - Intel,False
chotot,1261,1217,https://www.chotot.com/mua-ban-quan-tan-binh-tp-ho-chi-minh/132048641.htm,HP Elitebook DragonflyG2 i7 Gen 11 16G-512G gập360,12900000.0,16.372737946851277,listing_price,False,False,HP,HP,False,Dragonfly,Other,True,16.0,512.0,13.95,Unknown,,,Intel,Upper-mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),6.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,HP|Other|Intel|Upper-mid|16|512|13.9|Integrated - Intel,False
chotot,1263,1218,https://www.chotot.com/mua-ban-quan-hoang-mai-ha-noi/132004726.htm,Laptop Asus Vivobook 14 X1404ZA-i3-1215U | 8gb 512,6800000.0,15.732433317205148,listing_price,False,False,ASUS,ASUS,False,Vivobook 14,Other,True,8.0,512.0,13.95,i3-1215u,,,Intel,Entry,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|Other|Intel|Entry|8|512|13.9|Integrated - Intel,False
chotot,1264,1219,https://www.chotot.com/mua-ban-quan-binh-tan-tp-ho-chi-minh/131170754.htm,Dell Latitude 7280 I7-6600U 12.5 inch 8GB/256GB,3900000.0,15.176487367510099,listing_price,False,False,Dell,Dell,False,Latitude,Latitude,False,8.0,256.0,11.95,i7-6600u,,,Intel,Upper-mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Latitude|Intel|Upper-mid|8|256|11.9|Integrated - Intel,False
chotot,1265,1220,https://www.chotot.com/mua-ban-quan-tan-phu-tp-ho-chi-minh/131923462.htm,Macbook Air M1 2020 13Inch /16/512 (Gold) - New99%,13900000.0,16.447399470043365,listing_price,False,False,Apple,Apple,False,MacBook Air M1,MacBook Air M1,False,16.0,512.0,13.95,m1,,,Apple,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Apple|MacBook Air M1|Apple|Mid|16|512|13.9|Integrated - Intel,False
chotot,1266,1221,https://www.chotot.com/mua-ban-thanh-pho-thu-duc-tp-ho-chi-minh/132073760.htm,Asus Vivobook X1605VA i9-13900H/16/1TB/OLED2.5K,15500000.0,16.5563506464056,listing_price,False,False,ASUS,ASUS,False,Vivobook 16,Other,True,16.0,1024.0,15.95,i9-13900h,,,Intel,High,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Việt Nam,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|Other|Intel|High|16|1024|15.9|Integrated - Intel,False
chotot,1267,1222,https://www.chotot.com/mua-ban-quan-ba-dinh-ha-noi/131754262.htm,Macbook Pro 2020 i5/32/512 full chức năng,10300000.0,16.14765455028724,listing_price,False,False,Apple,Apple,False,MacBook Pro,MacBook Pro,False,32.0,512.0,,Unknown,,,Unknown,Missing,Missing,,Unknown,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,True,True,True,True,True,False,False,False,False,False,,False,False,False,Apple|MacBook Pro|Unknown|Missing|32|512|Unknown|Missing,False
chotot,1269,1223,https://www.chotot.com/mua-ban-thanh-pho-ben-tre-ben-tre/122599180.htm,Laptop Dell Latitude 3301 JP,4500000.0,15.319588176962746,listing_price,False,False,Dell,Dell,False,Latitude,Latitude,False,8.0,256.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),6.0,Active,True,Nhật Bản,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Latitude|Intel|Mid|8|256|13.9|Integrated - Intel,False
chotot,1271,1224,https://www.chotot.com/mua-ban-quan-8-tp-ho-chi-minh/132085276.htm,Asus Gaming i7 4700HQ 16G 256G 15.6 siêu mạnh,2990000.0,14.910784279814974,listing_price,False,False,ASUS,ASUS,False,Dòng Khác,Dòng Khác,False,16.0,256.0,15.95,i7 4700hq,,,Intel,Upper-mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),1.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|Dòng Khác|Intel|Upper-mid|16|256|15.9|Dedicated - Other/Entry,False
chotot,1272,1225,https://www.chotot.com/mua-ban-quan-3-tp-ho-chi-minh/132004296.htm,Lenovo ThinkPad P1 Gen 3 i7 15.6 inch 16GB/512GB,15300000.0,16.54336345172214,listing_price,False,False,Lenovo,Lenovo,False,ThinkPad,ThinkPad,False,16.0,512.0,15.95,Unknown,,,Intel,Upper-mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Lenovo|ThinkPad|Intel|Upper-mid|16|512|15.9|Dedicated - Other/Entry,False
chotot,1273,1226,https://www.chotot.com/mua-ban-quan-ha-dong-ha-noi/131961335.htm,HP EliteBook 830G8 i5-1135G7 13.3 inch 8GB/256GB,6200000.0,15.64006001130563,listing_price,False,False,HP,HP,False,Elitebook 800,Elitebook 800,False,8.0,256.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,HP|Elitebook 800|Intel|Mid|8|256|13.9|Integrated - Intel,False
chotot,1274,1227,https://www.chotot.com/mua-ban-thanh-pho-thuan-an-binh-duong/131954245.htm,"Apple MacBook Pro M1 512GB Chính Hãng, Zin 100%",15000000.0,16.52356082573315,listing_price,False,False,Apple,Apple,False,MacBook Pro M1,MacBook Pro M1,False,8.0,512.0,13.95,m1,,,Apple,Mid,Missing,,SSD,Đã sử dụng (chưa sửa chữa),1.0,Active,True,Unknown,False,False,False,False,True,False,False,False,False,False,,False,False,False,Apple|MacBook Pro M1|Apple|Mid|8|512|13.9|Missing,False
chotot,1275,1228,https://www.chotot.com/mua-ban-thanh-pho-thuan-an-binh-duong/131657168.htm,Acer Nitro AN515-57 i5-11400H/8GB/512GB/RTX 3050,10900000.0,16.204273438942487,listing_price,False,False,Acer,Acer,False,Nitro 5,Nitro 5,False,8.0,512.0,15.95,i5-11400h,,,Intel,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Acer|Nitro 5|Intel|Mid|8|512|15.9|Dedicated - Other/Entry,False
chotot,1276,1229,https://www.chotot.com/mua-ban-quan-ninh-kieu-can-tho/131986424.htm,MSI Modern 14 R5-7530U 8GB/512GB,8390000.0,15.942551197632893,listing_price,False,False,MSI,MSI,False,Modern 14,Other,True,8.0,512.0,13.95,Unknown,,,AMD,Mid,Integrated - AMD Radeon,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,MSI|Other|AMD|Mid|8|512|13.9|Integrated - AMD Radeon,False
chotot,1277,1230,https://www.chotot.com/mua-ban-quan-tan-binh-tp-ho-chi-minh/131985285.htm,"Rog Strix RTX 3060 6G 130W, R9, Màn 240h siêu mượt",19400000.0,16.780783675579947,listing_price,False,False,ASUS,ASUS,False,ROG Strix G15,Other,True,16.0,512.0,15.95,Unknown,,,AMD,High,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),0.0,Expired,False,Việt Nam,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|Other|AMD|High|16|512|15.9|Dedicated - Other/Entry,False
chotot,1278,1231,https://www.chotot.com/mua-ban-quan-hai-chau-da-nang/131723590.htm,Predator Neo 16: i5-13500HX/RTX 4050/100% sRGB,23990000.0,16.993147676499913,listing_price,False,False,Acer,Acer,False,Predator Helios Neo 16,Other,True,16.0,512.0,15.95,i5-13500hx,,,Intel,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Acer|Other|Intel|Mid|16|512|15.9|Dedicated - Other/Entry,False
chotot,1279,1232,https://www.chotot.com/mua-ban-thanh-pho-ca-mau-ca-mau/131912009.htm,Dell XPS 13 9350 i5-6200U 8GB/256GB,4800000.0,15.38412668421143,listing_price,False,False,Dell,Dell,False,XPS 13,XPS 13,False,8.0,256.0,13.95,i5-6200u,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|XPS 13|Intel|Mid|8|256|13.9|Integrated - Intel,False
chotot,1280,1233,https://www.chotot.com/mua-ban-quan-10-tp-ho-chi-minh/131929139.htm,Dell Latitude 7440 Ultralight i7 1365U 16GB/512GB,11990000.0,16.29958361040653,listing_price,False,False,Dell,Dell,False,Latitude 14 7000,Latitude 14 7000,False,16.0,512.0,13.95,i7 1365u,,,Intel,Upper-mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Latitude 14 7000|Intel|Upper-mid|16|512|13.9|Integrated - Intel,False
chotot,1281,1234,https://www.chotot.com/mua-ban-thanh-pho-buon-ma-thuot-dak-lak/131896341.htm,Dell Vostr***5G7 15.6 inch 8GB/256GB,7600000.0,15.843658936835498,listing_price,False,False,Dell,Dell,False,Vostro,Vostro,False,8.0,256.0,15.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),12.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Vostro|Intel|Mid|8|256|15.9|Integrated - Intel,False
chotot,1282,1235,https://www.chotot.com/mua-ban-quan-6-tp-ho-chi-minh/122184133.htm,Macbook Air 13 2015 i5 4gb 128gb nguyên zin,3000000.0,14.914123179965662,listing_price,False,False,Apple,Apple,False,MacBook Air,MacBook Air,False,4.0,128.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),0.0,Expired,False,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Apple|MacBook Air|Intel|Mid|4|128|13.9|Integrated - Intel,False
chotot,1283,1236,https://www.chotot.com/mua-ban-quan-12-tp-ho-chi-minh/132057429.htm,Laptop Asus TUF Gaming i5 10300H 8G 512G 1650 4G,10500000.0,16.166885910365842,listing_price,False,False,ASUS,ASUS,False,TUF Gaming,TUF Gaming,False,8.0,512.0,15.95,i5 10300h,,,Intel,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|TUF Gaming|Intel|Mid|8|512|15.9|Dedicated - Other/Entry,False
chotot,1284,1237,https://www.chotot.com/mua-ban-quan-3-tp-ho-chi-minh/132017289.htm,MacBook Pro 13” 2015 i5/ram 16g/256 bh3 th sạc26,5400000.0,15.501909696719672,listing_price,False,False,Apple,Apple,False,MacBook Pro,MacBook Pro,False,16.0,256.0,13.95,Unknown,,,Intel,Mid,Missing,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,True,False,False,False,False,False,,False,False,False,Apple|MacBook Pro|Intel|Mid|16|256|13.9|Missing,False
chotot,1285,1238,https://www.chotot.com/mua-ban-quan-5-tp-ho-chi-minh/131594444.htm,HP Elitebook 840 G5 i7-8650U cảm ứng 8GB/128GB,3900000.0,15.176487367510099,listing_price,False,False,HP,HP,False,Elitebook 800,Elitebook 800,False,8.0,127.0,13.95,i7-8650u,,,Intel,Upper-mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,HP|Elitebook 800|Intel|Upper-mid|8|127|13.9|Integrated - Intel,False
chotot,1286,1239,https://www.chotot.com/mua-ban-quan-phu-nhuan-tp-ho-chi-minh/131651912.htm,ASUS ROG STRIX G17 R9-7940HX/32G/2TB/4070/17'' 2k,33990000.0,17.341576951092716,listing_price,False,False,ASUS,ASUS,False,ROG Strix G17,Other,True,32.0,1024.0,17.95,Unknown,,,AMD,High,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|Other|AMD|High|32|1024|17.9|Dedicated - Other/Entry,False
chotot,1287,1240,https://www.chotot.com/mua-ban-thanh-pho-bien-hoa-dong-nai/131931166.htm,ASUS Vivobook 15 I5-1334U 15.6 inch 16GB/512GB,10900000.0,16.204273438942487,listing_price,False,False,ASUS,ASUS,False,Vivobook 15,Vivobook 15,False,16.0,512.0,15.95,i5-1334u,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),13.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|Vivobook 15|Intel|Mid|16|512|15.9|Integrated - Intel,False
chotot,1288,1241,https://www.chotot.com/mua-ban-huyen-chau-phu-an-giang/131972770.htm,HP Elitebook 830 G6 i5-8265U 8GB/256GB,6500000.0,15.687312888712007,listing_price,False,False,HP,HP,False,Elitebook,Elitebook,False,8.0,256.0,13.95,i5-8265u,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,HP|Elitebook|Intel|Mid|8|256|13.9|Integrated - Intel,False
chotot,1289,1242,https://www.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/128363902.htm,Acer Predator Helios Neo 16S Ultra 9 275HX RTX5070,42800000.0,17.57204868391651,listing_price,False,False,Acer,Acer,False,Predator Helios Neo 16,Other,True,16.0,1024.0,15.95,Unknown,,,Intel,Other,Dedicated - Other/Entry,,SSD,Mới,6.0,Active,True,Trung Quốc,False,False,False,False,False,False,False,False,False,False,,False,False,False,Acer|Other|Intel|Other|16|1024|15.9|Dedicated - Other/Entry,False
chotot,1290,1243,https://www.chotot.com/mua-ban-quan-thanh-xuan-ha-noi/132061026.htm,"ASUS TUF 1050 i5-8300H 15.6"" RAM 8GB",4900000.0,15.404745967162468,listing_price,False,False,ASUS,ASUS,False,TUF Gaming,TUF Gaming,False,8.0,256.0,15.95,i5-8300h,,,Intel,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|TUF Gaming|Intel|Mid|8|256|15.9|Dedicated - Other/Entry,False
chotot,1291,1244,https://www.chotot.com/mua-ban-thanh-pho-thu-dau-mot-binh-duong/131956982.htm,Laptop Core i7 Gen 10 8GB/256GB Đỏ,8900000.0,16.001561947061912,listing_price,False,False,Hãng khác,Hãng khác,False,Dòng Khác,Dòng Khác,False,8.0,256.0,,Unknown,,,Intel,Upper-mid,Missing,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Nhật Bản,False,False,True,False,True,False,False,False,False,False,,False,False,False,Hãng khác|Dòng Khác|Intel|Upper-mid|8|256|Unknown|Missing,False
chotot,1292,1245,https://www.chotot.com/mua-ban-quan-8-tp-ho-chi-minh/131661415.htm,Microsoft Surface Pro 7 Plus i5 8GB/128GB,6300000.0,15.656060350091908,listing_price,False,False,Microsoft,Microsoft,False,Surface Pro 7+,Other,True,8.0,128.0,,Unknown,,,Unknown,Missing,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,True,True,False,False,False,False,False,False,,False,False,False,Microsoft|Other|Unknown|Missing|8|128|Unknown|Integrated - Intel,False
chotot,1293,1246,https://www.chotot.com/mua-ban-thanh-pho-long-xuyen-an-giang/123013928.htm,"Macbook Air M1-2022, Ram 8G, SSD 512G, Mới 100%",17990000.0,16.70532666151315,listing_price,False,False,Apple,Apple,False,MacBook Air M1,MacBook Air M1,False,8.0,512.0,13.95,m1,,,Apple,Mid,Unclear,,SSD,Đã sử dụng (chưa sửa chữa),12.0,Active,True,Việt Nam,False,False,False,False,False,False,False,False,False,False,,False,False,False,Apple|MacBook Air M1|Apple|Mid|8|512|13.9|Unclear,False
chotot,1294,1247,https://www.chotot.com/mua-ban-quan-tan-binh-tp-ho-chi-minh/132057536.htm,Máy tính xách tay ASUS Trắng,1500000.0,14.220976332738882,listing_price,False,False,ASUS,ASUS,False,Dòng Khác,Dòng Khác,False,,,13.95,Unknown,,,Unknown,Missing,Missing,,Unknown,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,True,True,False,True,True,False,False,False,False,False,,False,False,False,ASUS|Dòng Khác|Unknown|Missing|Unknown|Unknown|13.9|Missing,False
chotot,1295,1248,https://www.chotot.com/mua-ban-quan-10-tp-ho-chi-minh/128488918.htm,DELL 5420 MỚI 99% COR I5 THẾ HỆ 11 RAM 16 SSD 256G,8000000.0,15.894952224644102,listing_price,False,False,Dell,Dell,False,Latitude,Latitude,False,16.0,256.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),1.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Latitude|Intel|Mid|16|256|13.9|Integrated - Intel,False
chotot,1296,1249,https://www.chotot.com/mua-ban-quan-10-tp-ho-chi-minh/130720376.htm,Macbook Pro 13inch 2020 Core i5 & Core i7,10000000.0,16.118095750958314,listing_price,False,False,Apple,Apple,False,MacBook Pro,MacBook Pro,False,16.0,512.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Apple|MacBook Pro|Intel|Mid|16|512|13.9|Integrated - Intel,False
chotot,1297,1250,https://www.chotot.com/mua-ban-quan-tan-phu-tp-ho-chi-minh/132069705.htm,Dell Latitude 3510 i5-10210u 15.6 inch 8GB/256GB,6800000.0,15.732433317205148,listing_price,False,False,Dell,Dell,False,Latitude 15 3000,Other,True,8.0,256.0,15.95,i5-10210u,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Other|Intel|Mid|8|256|15.9|Integrated - Intel,False
chotot,1298,1251,https://www.chotot.com/mua-ban-thanh-pho-long-xuyen-an-giang/131910167.htm,ROG STRIX Xám Đã sử dụng,10100000.0,16.128046080821385,listing_price,False,False,ASUS,ASUS,False,ROG Strix,ROG Strix,False,16.0,512.0,15.95,Unknown,,,Unknown,Missing,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),0.0,Expired,False,Unknown,False,False,False,True,False,False,False,False,False,False,,False,False,False,ASUS|ROG Strix|Unknown|Missing|16|512|15.9|Dedicated - Other/Entry,False
chotot,1299,1252,https://www.chotot.com/mua-ban-quan-ngu-hanh-son-da-nang/131744933.htm,"🔥THINKPAD T440s – NHẸ, BỀN, RAM 12GB SIÊU MƯỢT 🔥",3200000.0,14.978661680269907,listing_price,False,False,Lenovo,Lenovo,False,ThinkPad,ThinkPad,False,16.0,127.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),12.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Lenovo|ThinkPad|Intel|Mid|16|127|13.9|Integrated - Intel,False
